Driver_Age,Increase_Percentage,Total_Premium,Renewal_Indicator
55,0.14,741.53,1
45,6.57,5000.0,1
55,0.57,2859.09,0
43,38.04,1756.57,0
46,15.63,1953.15,1
18,6.74,2462.23,0
58,0.91,735.52,1
50,8.98,1379.7,1
59,14.22,757.14,0
18,2.12,2846.59,1
76,8.4,547.15,1
42,16.83,802.22,0
61,14.62,3099.64,1
29,16.25,2064.39,1
54,21.15,5000.0,0
29,27.76,1367.49,0
35,5.2,1552.02,1
73,8.41,4435.1,0
42,15.64,3695.97,0
48,11.94,3144.5,1
58,50.0,948.91,0
52,0.14,1016.32,1
47,4.39,1651.52,1
50,3.3,1619.91,1
80,3.04,963.74,1
44,2.52,1320.84,1
48,12.35,1686.61,1
60,0.89,3560.58,1
61,13.53,4228.77,1
62,11.82,2777.63,1
54,2.89,468.75,0
27,2.91,3878.55,1
69,9.91,2786.96,0
27,14.36,3225.74,0
49,20.91,1013.11,0
33,19.11,4546.06,1
44,33.49,1510.0,0
49,8.71,953.14,1
49,23.93,2954.49,1
51,16.53,1668.17,1
69,22.51,2728.63,1
51,0.12,1314.36,1
41,33.79,689.42,1
59,6.42,1288.11,1
62,16.0,559.34,0
26,1.36,2793.31,1
53,5.04,300.0,1
55,3.17,3716.99,1
40,3.45,602.6,1
65,1.32,3408.43,1
42,16.39,2560.29,0
46,0.09,300.0,0
42,3.75,2006.44,1
45,1.92,527.44,0
28,8.89,2014.11,0
23,2.93,1029.97,1
68,3.0,300.0,1
32,6.7,2469.31,0
30,10.58,1621.94,1
18,1.29,1747.0,0
35,1.93,300.0,1
25,2.84,300.0,1
69,36.4,1389.06,1
60,5.06,3342.82,1
34,9.14,2828.42,1
78,2.76,2414.74,1
59,6.74,4069.44,1
40,0.77,1076.71,1
18,0.35,2518.88,1
79,6.32,384.18,0
24,5.09,5000.0,1
20,1.47,923.47,0
60,11.63,2382.6,1
80,49.48,5000.0,0
65,5.04,1279.43,1
53,9.8,2341.88,1
53,32.96,1978.61,0
57,17.81,1228.78,1
56,6.23,1023.51,0
49,13.37,588.6,1
46,1.37,1520.42,1
44,7.18,945.16,1
33,3.27,891.96,1
40,1.76,2640.98,1
19,5.56,1879.63,0
43,1.4,3496.85,1
30,12.01,1217.84,1
28,6.09,635.52,0
47,7.57,2670.52,1
65,1.58,2768.33,1
58,1.51,2126.94,1
21,8.76,871.21,0
30,42.0,1766.86,1
59,1.01,608.67,1
30,3.36,933.27,1
41,20.36,3818.7,1
53,0.75,1131.89,1
30,20.87,3223.73,1
46,7.43,2219.16,1
24,5.25,5000.0,1
35,3.71,2157.95,1
49,3.53,2059.85,0
21,3.65,388.18,1
51,21.61,956.74,1
44,12.87,1385.25,1
53,11.08,5000.0,1
48,16.03,1018.62,1
65,2.97,647.92,1
46,9.62,466.64,1
38,6.16,375.24,1
46,15.25,5000.0,1
53,3.7,1945.56,1
45,10.31,727.93,0
45,21.39,4147.0,1
34,5.14,5000.0,1
35,0.69,758.87,1
23,7.26,1180.88,1
71,4.25,3714.31,0
26,11.15,2794.67,1
34,30.17,1489.8,1
34,6.65,3783.5,0
58,6.28,372.69,1
40,10.63,621.07,1
63,1.09,910.55,1
34,2.92,817.91,1
49,25.13,300.0,0
32,11.08,1242.08,1
77,0.14,2521.98,1
27,2.29,3072.6,1
49,11.48,2906.61,1
54,14.46,3546.99,0
51,18.32,2318.39,0
42,3.46,1072.18,1
43,26.74,300.0,1
45,8.05,300.0,1
42,11.93,1849.49,1
59,9.08,769.24,1
78,1.31,1779.24,1
36,33.0,561.96,1
24,1.31,4034.28,1
43,2.94,1279.65,0
80,16.8,1364.67,1
32,9.64,1466.52,1
69,18.21,3729.44,0
70,7.25,634.06,1
36,4.73,1495.86,1
53,25.49,1738.21,0
69,0.37,838.53,1
39,19.39,2566.62,1
41,2.62,3445.0,1
36,18.89,300.0,0
29,1.5,2760.85,1
35,8.68,300.0,1
26,21.9,840.4,1
45,6.42,1056.28,1
33,13.73,1082.57,1
48,16.33,3860.84,0
21,13.34,1144.33,1
49,25.95,1143.13,1
57,5.92,488.32,1
18,1.9,2081.25,0
50,0.49,1406.4,1
63,2.83,2377.28,1
26,1.55,479.0,1
70,8.16,5000.0,1
51,2.05,2899.06,1
34,0.4,1720.94,1
44,0.37,3311.58,1
53,17.81,5000.0,1
46,8.95,2114.5,1
53,4.43,1441.75,1
31,22.46,1122.45,1
47,0.73,1303.46,1
23,39.28,1901.98,0
43,9.58,1388.94,0
31,2.03,2720.87,1
33,11.37,4296.61,1
63,14.41,576.28,1
61,5.61,573.32,1
54,19.78,1155.68,1
28,1.63,300.0,1
40,3.27,4840.63,0
63,0.98,3557.14,1
47,2.37,1429.08,0
79,2.73,1535.19,1
50,24.97,2154.67,0
47,0.81,851.73,1
40,5.58,1264.71,1
47,7.6,906.07,1
42,22.9,1743.25,1
55,50.0,1779.42,0
59,14.0,1501.46,1
33,35.33,3329.09,1
25,15.47,1517.52,1
18,33.02,1591.87,0
52,12.29,400.39,1
28,0.83,2662.1,1
18,5.14,1874.85,1
50,10.4,2866.32,1
80,4.32,785.06,1
44,3.19,613.74,1
57,8.61,1373.45,0
46,27.11,300.0,1
43,0.36,5000.0,0
58,14.66,1337.32,1
40,12.83,300.0,1
49,33.23,1089.51,0
49,26.69,1452.58,1
34,14.36,4319.92,0
59,7.35,1728.24,1
42,2.28,434.22,1
33,7.88,2175.6,1
53,14.5,1708.02,1
31,22.6,1409.8,0
45,15.59,1234.68,0
44,2.17,3174.34,0
61,9.16,1669.14,1
52,4.04,1589.23,1
44,0.09,3693.93,1
57,2.23,2925.99,1
65,1.2,2181.97,1
53,18.5,926.89,1
45,2.99,1301.9,0
25,3.35,1546.76,1
29,32.17,489.98,0
40,4.77,1106.32,1
35,0.1,1715.74,1
42,3.34,2524.49,0
45,1.27,2449.55,1
52,1.08,318.02,1
43,0.81,1238.85,1
52,9.0,832.61,1
45,2.1,300.0,1
18,4.48,1488.89,0
30,19.81,1094.66,1
42,5.52,1672.11,1
26,24.73,2466.15,0
53,6.89,2166.69,1
67,5.09,5000.0,1
63,13.88,1869.91,1
41,0.76,4208.67,1
67,0.94,642.72,1
47,10.55,2142.43,1
39,6.67,916.62,1
35,15.63,1357.35,0
40,24.8,2975.31,0
39,4.92,1347.18,1
47,9.07,3369.69,1
47,6.95,941.38,1
45,39.96,620.34,1
51,17.78,1957.18,0
62,24.27,2023.1,0
59,2.93,1279.71,1
22,14.81,2598.3,0
18,3.09,300.0,0
59,2.34,713.24,1
24,28.87,2262.74,0
41,0.19,1390.86,0
27,33.64,977.69,1
18,1.62,1847.17,0
53,17.12,3197.29,1
56,3.23,2150.42,1
36,4.32,2844.65,1
18,2.44,2231.12,1
36,8.81,3773.17,0
50,4.28,1102.62,1
22,10.71,3340.43,0
47,0.16,344.11,1
44,0.67,562.21,1
53,1.05,2557.94,1
46,5.43,530.42,1
30,16.86,1281.34,1
62,21.91,3734.78,1
42,2.81,633.54,1
44,8.54,3021.28,1
31,14.63,1230.06,1
38,3.41,582.48,1
31,5.26,1657.83,1
42,7.42,3567.74,1
70,1.45,514.02,0
24,0.26,485.95,1
20,1.66,2499.81,0
67,9.86,1057.41,1
41,0.76,5000.0,1
34,2.1,2024.46,1
60,4.12,3188.1,1
35,0.81,1973.81,1
72,2.13,526.87,1
55,24.22,764.37,1
37,0.19,860.55,1
77,10.6,2327.24,1
35,4.85,1613.44,1
56,11.17,300.0,1
49,8.88,2649.02,1
64,2.53,5000.0,1
68,18.79,623.75,0
45,6.77,714.28,1
33,17.29,949.22,1
51,5.21,1470.38,1
34,41.79,670.08,1
75,14.72,3702.72,1
47,33.8,4658.43,0
39,7.22,1778.55,1
47,6.42,1547.29,1
24,14.08,312.2,1
30,21.23,570.91,1
63,33.28,300.0,1
35,3.92,988.48,1
29,16.03,1145.67,1
53,2.37,2476.47,1
62,7.89,1792.7,1
55,1.98,816.58,1
59,4.27,2571.83,1
33,26.79,5000.0,1
23,1.58,2665.78,1
67,10.01,1067.71,1
40,8.99,1938.64,1
41,1.29,652.76,1
64,3.94,589.37,1
53,8.28,4896.51,1
51,2.07,1961.88,1
77,16.13,3262.23,1
35,35.81,1310.06,1
58,2.42,585.5,1
45,2.07,483.35,1
49,6.07,747.79,0
67,13.77,2156.78,0
52,3.31,388.87,1
53,0.2,1666.14,1
61,7.79,2364.81,1
39,31.37,565.19,1
32,4.96,5000.0,1
29,5.45,2993.44,1
18,34.71,1465.16,0
75,11.86,864.84,1
28,12.7,2014.21,1
41,8.27,1966.55,1
40,36.73,1694.23,1
49,11.68,2069.41,1
57,22.54,687.32,0
57,12.02,2656.62,1
36,13.28,450.34,1
42,3.43,300.0,1
49,3.62,2452.76,1
41,15.28,2116.27,1
69,3.52,1583.76,1
52,8.27,949.62,1
56,2.87,1099.71,1
54,16.98,665.69,0
62,1.17,1942.14,1
47,17.69,300.0,0
25,9.23,300.0,0
50,2.07,695.21,0
35,7.81,1771.67,1
37,3.32,1488.22,1
53,3.91,3890.73,1
63,4.33,1285.47,1
45,0.65,2807.87,1
49,42.66,1705.2,0
70,0.32,300.0,1
48,10.86,585.58,1
80,4.64,665.77,1
53,10.38,819.53,0
18,4.4,1180.76,0
56,11.2,3317.95,1
50,13.07,1362.86,0
64,11.73,911.76,1
55,1.21,2939.67,1
42,10.7,2924.55,1
26,3.28,300.0,1
41,0.29,1477.39,1
32,5.36,3612.46,1
36,5.68,1301.52,1
53,6.3,612.22,1
70,12.2,2789.67,1
50,3.69,531.15,1
27,3.79,1723.86,1
51,0.62,1290.32,1
62,11.61,310.97,0
35,8.39,3204.63,1
42,4.3,2056.5,1
45,12.21,3990.56,1
33,7.71,1481.43,1
54,6.33,655.89,1
43,7.16,341.97,1
51,10.12,2965.23,1
31,10.79,598.03,1
38,3.41,5000.0,1
55,1.52,5000.0,1
39,1.7,1596.13,1
70,10.2,1215.48,1
39,20.63,813.45,1
48,5.27,903.61,0
58,1.86,5000.0,1
23,14.13,1066.31,0
18,17.87,2164.8,0
22,21.25,2284.26,0
63,9.34,3083.07,1
36,19.71,2034.85,1
80,0.16,1494.28,1
36,1.13,744.92,1
47,0.97,2241.64,0
68,12.47,1910.42,1
75,0.72,1049.22,1
75,6.86,2104.62,0
63,6.4,1397.18,1
60,3.72,1910.81,1
53,20.43,2561.77,1
56,1.87,1709.91,0
36,4.35,2734.84,1
32,14.88,1686.57,1
44,0.31,3081.34,1
42,11.18,1168.14,1
38,16.95,616.81,1
55,26.92,1842.7,1
59,20.9,4578.28,0
46,3.85,2870.46,1
67,8.83,4541.68,1
27,0.8,1041.78,1
42,2.98,1488.59,1
34,0.99,649.24,1
18,3.79,484.86,0
43,20.81,4124.94,1
43,4.26,3848.38,0
67,8.25,2398.74,1
54,5.68,1054.2,1
29,6.14,2610.96,1
72,34.92,3631.88,1
63,3.51,4924.01,1
53,9.87,379.08,1
41,5.45,1186.89,1
30,0.63,1093.43,1
39,6.72,1337.1,1
61,16.78,2274.94,0
73,1.04,300.0,1
68,0.72,1033.33,1
37,1.67,1121.28,1
28,14.46,1674.27,1
47,12.87,1838.82,1
18,8.32,1319.61,1
49,6.32,5000.0,1
42,21.92,1418.2,0
38,14.55,2259.08,1
21,16.71,2552.54,1
52,16.78,717.84,1
37,10.29,754.33,1
27,6.13,2585.14,1
18,20.0,3880.88,1
44,26.04,4903.44,1
71,0.24,737.35,1
69,0.53,3195.36,1
38,31.88,1576.28,1
35,3.25,3841.37,0
52,20.66,2082.38,1
30,4.92,2412.88,1
49,1.27,4308.83,1
56,0.84,4608.08,1
63,1.7,1774.32,1
43,2.88,331.72,1
41,6.7,874.01,1
31,12.09,5000.0,1
32,42.98,2500.62,0
41,5.83,740.84,1
50,7.3,992.54,1
58,7.38,3446.19,1
32,7.75,5000.0,1
67,7.29,1651.43,1
40,0.09,3847.85,1
44,0.02,3160.35,1
33,1.03,2102.22,1
18,1.07,2733.47,1
58,12.2,2036.25,0
56,2.29,3940.93,0
40,22.51,2842.74,1
46,26.4,380.06,1
52,37.25,1405.8,0
21,27.98,732.17,1
37,3.17,1801.24,1
56,7.13,1343.93,1
26,1.93,969.35,1
49,16.41,536.47,1
24,21.93,300.0,0
51,19.06,3896.22,0
44,5.68,3891.71,1
20,14.22,514.49,0
62,1.03,2074.67,1
33,0.41,300.0,1
32,13.99,826.77,1
48,5.54,1272.21,1
62,50.0,912.75,1
29,1.02,2494.3,1
45,19.35,300.0,1
51,6.54,801.14,1
55,17.55,3013.76,0
47,16.99,300.0,0
39,24.77,885.46,1
32,3.54,3301.42,1
46,29.92,5000.0,0
28,1.64,3895.36,1
18,0.86,1243.56,1
51,5.65,5000.0,1
58,17.62,3076.36,0
18,6.41,528.34,0
29,17.68,300.0,1
54,13.08,2898.52,1
75,2.35,1441.44,1
45,29.74,508.1,1
34,0.63,1382.83,1
42,22.86,3477.82,1
65,3.63,922.34,1
35,6.93,899.1,1
33,5.49,1368.65,1
37,1.89,1524.83,1
30,4.43,1170.15,1
46,2.14,2519.68,1
69,2.28,2724.13,1
49,2.07,1485.71,1
41,6.71,871.2,1
40,15.99,1035.61,1
21,8.42,4153.4,1
58,22.37,5000.0,1
43,10.12,423.52,1
42,11.69,553.63,1
80,11.01,1016.23,0
49,5.97,4223.13,1
33,11.69,1167.47,1
38,0.72,2511.46,1
62,19.65,1382.04,1
46,15.04,1037.54,0
23,2.81,1313.07,1
58,14.61,511.45,1
34,0.13,2735.84,1
73,2.45,858.74,1
61,0.67,947.91,1
38,15.15,760.98,1
64,14.1,4644.89,0
46,16.8,1095.59,0
57,0.04,1899.87,0
52,6.96,300.0,1
32,12.2,300.0,0
35,1.69,526.23,1
60,10.49,3300.07,1
39,0.88,1806.61,1
38,2.0,4971.38,1
30,6.46,3657.99,1
51,10.6,777.94,1
75,1.58,1386.27,1
28,2.05,4069.43,1
45,2.29,1275.73,1
66,2.73,2663.52,1
43,2.57,432.24,1
51,5.03,2073.67,0
29,10.61,1572.19,0
51,5.76,786.94,1
42,14.96,1427.17,0
59,12.7,2041.98,0
62,1.35,3214.84,1
80,0.5,4716.51,1
53,21.03,2918.6,1
49,0.83,3801.04,0
47,1.61,686.94,1
39,0.22,579.74,0
50,9.9,2428.79,1
40,8.73,465.57,1
47,43.35,1319.2,0
64,21.8,2873.68,1
29,5.29,4238.2,0
62,4.65,2115.56,1
64,3.52,629.4,1
43,1.65,1630.8,1
18,1.49,1783.56,0
35,1.42,876.24,1
64,1.21,328.04,1
44,2.75,2920.55,1
30,3.66,1350.23,1
37,32.59,2635.07,0
57,8.64,1963.41,1
53,43.9,1356.53,1
41,4.66,1201.96,1
39,6.12,1534.16,1
39,3.92,2415.47,1
31,2.02,300.0,0
69,1.55,2368.06,1
40,29.02,2233.94,1
63,43.28,2901.43,0
67,0.46,4392.47,1
59,1.63,897.86,1
38,5.51,392.22,1
51,2.06,1878.4,1
44,4.52,1764.79,0
31,1.38,1227.15,1
49,6.1,2285.83,1
27,3.17,957.18,1
62,4.34,1362.29,1
38,0.99,2362.75,1
48,5.59,1247.58,1
49,40.9,1768.87,0
41,3.99,1254.99,1
53,20.91,641.86,1
37,18.53,2872.92,1
58,30.38,2694.74,0
24,15.61,2634.36,1
46,10.78,1450.43,1
74,19.42,3030.66,1
29,0.79,3124.8,0
34,6.21,4035.12,1
52,45.33,1472.15,0
47,14.68,1856.48,1
50,32.72,638.08,0
52,15.12,4386.83,1
54,20.78,1276.77,1
61,12.26,484.01,0
51,14.29,4114.95,1
41,7.41,1428.81,0
55,25.8,5000.0,1
73,17.43,1678.76,1
43,18.57,871.51,0
30,11.18,2947.32,1
61,3.63,1359.77,1
43,0.36,2566.19,1
18,27.43,916.91,0
57,8.82,2367.18,1
36,3.54,1189.29,1
43,1.62,2813.61,1
49,17.69,1531.11,1
47,18.11,1854.27,0
55,16.85,1339.35,1
38,10.36,1581.94,1
52,4.56,2778.21,1
41,3.63,625.95,1
56,0.09,2025.44,1
54,17.93,5000.0,1
30,0.91,3725.28,1
61,9.96,1450.7,0
36,7.01,1777.21,1
57,7.48,1124.49,1
50,26.13,2503.78,1
72,0.32,493.0,1
41,14.85,1187.7,1
39,0.53,871.11,1
44,0.39,1159.92,0
40,5.62,1950.53,1
56,0.65,300.0,1
20,15.57,1294.83,0
29,7.54,1079.17,1
28,0.29,3219.8,1
59,0.41,734.21,1
70,9.48,1973.75,1
43,16.4,1453.71,1
42,5.76,3383.48,0
46,8.09,3069.91,1
62,16.09,4890.27,1
31,9.43,3466.66,1
48,2.55,2079.91,1
59,9.49,2924.79,0
52,9.9,1348.89,1
47,13.25,1804.96,1
60,9.7,1865.08,1
18,34.82,769.93,1
55,2.2,3301.44,1
35,30.18,4181.69,0
18,7.73,1470.61,1
52,11.15,1560.02,1
65,1.05,958.03,1
42,4.79,566.55,1
59,14.67,2704.06,1
69,12.27,604.89,1
64,0.41,572.63,0
69,7.91,2585.63,1
56,0.92,1885.57,1
46,50.0,2714.99,0
20,22.76,859.07,0
41,0.21,5000.0,1
32,19.57,748.05,1
77,25.19,1078.47,1
42,4.36,891.09,1
46,12.71,5000.0,1
53,5.84,1202.81,0
45,10.65,693.47,1
70,4.16,5000.0,1
35,3.89,4656.53,1
47,5.52,3772.31,1
33,1.57,4480.18,1
25,17.79,719.29,0
35,4.29,4895.64,1
44,5.11,1392.61,1
38,22.45,2141.61,1
34,6.86,1622.77,1
23,7.86,4156.33,1
43,31.35,300.0,1
22,21.78,626.17,0
56,1.86,4474.82,1
46,6.41,971.42,1
23,35.51,4052.6,0
40,4.66,929.85,1
33,4.65,1350.75,1
49,2.17,5000.0,1
65,1.21,2906.66,1
18,13.48,1911.34,0
46,14.7,2433.86,1
42,34.74,3476.39,0
55,14.85,1828.56,0
48,2.79,2578.96,1
33,0.41,5000.0,1
40,42.29,669.54,1
33,4.16,1896.54,1
61,3.74,1120.66,1
45,23.64,784.57,0
73,8.8,1880.53,0
44,2.42,799.06,1
34,21.99,696.59,0
22,50.0,1538.38,0
18,0.91,2524.36,1
21,19.82,2383.08,0
49,4.95,1563.59,1
52,7.42,490.27,0
21,24.63,462.2,1
58,36.26,2192.51,1
37,3.04,995.1,1
47,2.39,1978.33,1
69,0.84,1788.45,1
58,8.25,300.0,1
40,0.14,4531.31,1
31,5.31,455.79,1
18,0.76,1381.86,0
34,5.2,549.5,1
41,0.41,975.59,1
30,18.03,1076.69,1
43,2.35,1165.38,1
46,3.98,1413.43,1
41,20.41,5000.0,1
35,13.71,756.93,1
47,2.47,2588.46,1
51,0.75,3752.52,1
28,12.58,2398.74,1
66,4.95,4287.4,0
43,14.53,2415.02,1
45,5.89,2363.72,1
55,4.25,3826.45,0
48,6.0,2127.3,1
59,13.81,3766.03,1
49,23.25,2122.04,1
35,0.51,3720.24,1
50,7.43,4865.84,1
27,0.33,1245.14,0
46,6.32,1100.75,1
44,21.65,4280.78,0
41,4.49,3670.38,1
43,26.95,300.0,0
18,9.96,1996.78,1
36,27.2,5000.0,0
46,14.15,623.42,0
47,1.09,542.78,1
29,2.63,947.76,1
63,5.01,1179.37,1
32,1.86,360.63,1
59,6.83,630.97,1
51,6.37,326.9,0
35,31.29,1948.61,1
71,5.69,1918.58,1
27,15.4,4306.56,1
58,28.46,2067.71,0
60,20.95,2554.43,0
34,2.34,2750.39,1
65,6.85,729.01,1
41,4.27,650.03,1
49,5.11,561.64,1
48,4.48,1176.26,1
42,17.51,1096.7,1
57,6.02,1760.86,1
56,7.42,2902.86,1
18,40.43,2551.05,0
64,0.62,1088.41,0
20,6.69,931.6,0
60,14.87,1034.57,1
61,1.64,1152.33,1
28,9.46,427.3,1
38,2.74,2089.26,1
28,20.2,5000.0,1
41,3.96,1689.52,1
40,3.99,1748.87,1
56,9.12,2316.07,1
64,2.03,615.05,1
65,3.35,957.26,1
36,5.39,1045.31,1
41,4.36,588.87,1
19,7.44,4829.01,1
32,9.15,2844.57,1
59,8.36,2990.19,1
69,10.62,1267.5,1
26,3.68,1855.28,1
36,1.35,1180.49,1
44,14.3,1399.5,1
49,19.02,1756.23,1
32,2.97,1466.35,1
51,5.23,1739.4,1
37,6.9,374.22,1
44,7.62,626.81,1
53,10.77,1176.95,1
45,0.42,1349.11,1
38,12.78,1348.88,1
43,0.64,2495.71,1
43,6.32,2005.02,1
39,17.58,2232.37,1
41,6.0,1031.26,1
68,1.61,722.5,1
53,42.02,1439.7,0
40,22.01,2703.85,1
55,14.75,4693.03,1
39,5.3,1057.89,1
62,2.03,4685.35,1
50,28.37,653.6,1
43,7.6,408.93,1
51,19.13,1316.99,1
21,4.19,725.48,1
28,4.08,923.74,0
27,42.36,3181.59,1
47,7.38,2974.07,1
70,1.52,2009.14,1
78,2.48,1893.73,1
54,6.58,910.99,1
52,0.43,1454.97,1
18,6.21,1270.21,1
36,5.43,506.63,1
33,15.11,5000.0,1
35,4.38,1297.98,1
42,40.48,674.45,1
37,1.99,458.28,1
18,8.94,2334.24,0
56,0.94,4953.92,1
28,13.24,5000.0,1
48,50.0,1529.42,0
76,17.1,1298.66,1
31,8.11,1774.65,1
18,6.63,1744.88,0
40,18.02,300.0,0
61,27.48,1174.2,0
74,45.29,2101.86,0
26,5.05,2419.85,1
52,47.01,2548.6,0
38,1.7,1726.42,1
43,2.92,646.88,1
80,0.93,1498.85,1
22,3.17,3866.16,1
48,14.61,2215.57,1
52,19.17,1341.82,1
61,15.09,5000.0,1
46,9.97,1795.11,0
49,7.21,1480.47,1
39,12.33,2706.26,1
49,4.96,588.75,1
39,18.41,1296.72,1
54,11.31,1506.76,0
39,11.97,348.5,1
50,7.68,1921.49,1
44,21.65,2411.47,0
61,2.9,1082.61,1
44,4.8,2802.02,1
18,15.03,3480.43,1
63,6.79,3779.48,1
31,22.0,666.79,1
35,4.25,1867.34,0
36,4.61,2598.04,1
65,21.96,1862.82,0
18,6.24,3314.27,0
80,7.26,1977.84,1
60,4.05,647.57,1
48,3.24,3355.42,1
44,10.67,1819.46,1
49,1.28,4790.21,1
52,21.14,651.34,1
54,15.11,1844.74,1
53,2.12,4553.81,1
46,11.84,2010.27,1
42,9.23,2918.16,0
42,2.04,3567.09,0
42,3.19,1763.55,1
62,5.26,845.22,0
53,12.01,3179.25,1
18,10.18,1524.24,1
54,7.6,300.0,1
47,14.63,4000.2,1
44,14.19,5000.0,0
39,9.62,1040.56,1
61,15.46,1704.95,1
59,4.07,5000.0,1
33,21.31,4615.54,1
51,9.54,2603.58,1
30,17.28,4325.47,1
24,7.9,1447.01,0
35,2.46,494.19,1
57,7.82,3754.02,1
59,4.64,1663.48,1
52,11.96,380.35,1
55,6.46,1072.66,1
52,18.09,1401.1,1
35,11.33,1535.17,1
51,11.54,931.74,1
57,2.45,703.36,1
56,41.51,331.43,1
62,18.43,317.87,0
55,15.56,1635.81,1
50,4.01,2056.61,1
61,7.67,687.75,1
44,1.47,4259.32,1
31,7.73,1216.66,1
42,1.58,1539.33,1
33,8.05,1467.02,0
34,10.46,300.0,0
42,4.95,3337.6,0
33,6.9,2563.43,1
40,20.85,4353.55,1
18,1.15,4164.18,1
48,15.69,2339.86,1
45,1.87,2691.98,1
32,0.37,644.64,0
54,2.05,1223.48,1
59,14.48,1459.25,1
20,5.19,1090.67,1
33,20.6,4097.67,1
33,7.44,1908.63,1
30,0.23,861.53,0
57,12.61,3920.0,1
42,1.17,1956.08,0
41,15.58,3242.3,1
18,1.84,632.92,1
54,4.24,2069.44,1
26,14.32,826.9,0
45,30.84,1988.21,1
49,4.64,2569.33,1
65,17.68,575.99,1
25,2.12,1618.67,0
18,16.46,628.75,0
47,10.71,3361.51,1
72,2.14,1746.31,1
63,3.6,859.17,1
48,1.41,1059.67,1
37,4.83,1193.13,1
57,2.28,4309.71,1
30,10.33,1575.59,1
52,50.0,2977.17,0
52,0.12,1634.08,0
60,7.79,646.01,0
80,8.53,1051.32,0
50,24.56,2139.71,1
37,7.05,300.0,1
44,7.85,2406.96,1
18,6.38,937.52,0
34,3.13,1896.2,1
38,0.58,1087.87,1
37,5.25,2740.42,1
47,0.54,1723.87,1
32,8.0,2669.86,1
61,3.67,332.95,1
45,7.63,1441.4,1
44,1.44,922.3,1
40,26.98,2358.58,1
47,22.49,3334.24,1
57,2.11,3252.1,1
31,4.21,4465.64,1
35,9.51,3390.13,1
40,1.01,1430.56,1
24,4.38,745.96,1
32,2.89,359.63,1
37,24.71,717.41,1
58,19.14,300.0,1
48,8.67,511.25,1
47,7.35,2022.03,1
57,26.7,332.17,1
42,26.95,2216.64,1
50,34.84,1055.69,1
43,1.34,1781.24,0
48,1.75,1815.93,1
36,11.29,4477.72,1
18,7.8,1865.89,1
42,0.19,534.64,1
66,0.64,782.62,1
58,21.9,1812.53,1
59,20.32,1379.56,1
63,4.42,1875.89,1
46,22.17,2245.7,1
47,9.01,810.05,1
35,16.39,2294.26,0
40,5.58,2482.83,1
54,1.2,1898.24,1
63,5.69,5000.0,0
42,6.11,371.67,1
38,8.01,4953.91,1
45,1.12,1280.6,0
54,47.56,914.26,1
23,2.8,2354.93,1
18,2.21,1060.19,0
36,7.48,3185.31,1
26,7.7,1251.26,1
37,5.79,3488.85,1
42,14.78,687.01,1
38,7.27,2113.64,1
66,9.41,856.88,1
49,12.86,2171.35,1
49,0.25,453.36,1
54,8.45,492.32,1
27,21.56,1242.16,1
60,0.18,3596.14,1
43,5.19,388.05,1
55,26.07,4047.35,1
28,4.36,2174.28,0
21,6.14,3407.81,1
57,39.92,1724.71,1
50,2.22,1912.3,1
31,0.67,1408.26,1
31,19.62,1288.48,0
61,20.28,2792.93,1
27,6.39,689.66,1
69,7.22,1696.75,1
31,18.07,379.82,0
54,13.42,516.82,1
40,3.08,1572.23,1
54,0.17,994.18,1
36,6.53,1437.17,1
42,19.58,791.57,1
45,22.62,2581.05,0
29,31.29,551.85,1
56,21.17,5000.0,1
37,8.68,3919.44,1
41,5.88,2362.46,0
30,14.91,477.52,1
18,13.46,1439.38,1
42,7.73,2463.58,1
80,0.91,3283.27,1
56,26.05,3270.5,1
44,6.08,2836.05,1
41,4.52,300.0,1
45,9.93,715.04,1
53,11.2,2890.47,1
27,2.37,1049.79,1
61,18.14,2085.36,1
55,3.42,5000.0,1
55,2.07,1008.4,1
51,5.22,3439.86,1
45,13.11,2168.02,0
55,33.66,5000.0,0
53,16.57,2172.66,1
39,28.19,1062.27,1
36,1.52,1702.11,1
46,0.74,677.96,1
68,8.16,2757.75,1
26,3.43,1221.92,1
22,17.61,1700.07,1
47,11.15,3628.35,1
45,35.31,612.58,1
47,2.94,3290.85,1
48,6.65,427.12,1
41,6.96,1541.95,1
67,2.73,2372.02,1
20,8.92,2890.79,1
32,5.86,662.38,1
43,5.92,5000.0,1
20,4.51,2398.26,0
42,0.17,2917.24,1
69,7.38,2409.65,0
45,4.08,689.12,1
48,0.01,931.94,1
26,3.68,3948.7,0
35,3.27,4035.46,1
39,5.0,300.0,1
40,1.41,2736.27,1
64,7.09,1520.4,1
53,11.79,2292.55,1
28,9.95,1931.91,0
48,16.28,1909.05,1
52,6.01,826.03,1
62,7.32,3346.1,1
68,16.63,1055.37,0
29,5.58,1495.19,0
32,12.09,843.7,1
26,5.7,1699.47,1
41,5.41,559.66,1
51,14.28,1099.95,1
59,1.92,3333.77,1
43,4.13,648.35,0
40,2.54,2715.72,1
47,4.45,511.82,1
32,2.62,999.13,1
76,8.66,1012.58,0
20,16.0,3126.77,0
47,15.45,4061.07,1
75,4.53,1302.4,0
45,44.88,555.68,0
42,9.01,1141.79,1
39,5.1,1218.22,1
42,18.05,1110.41,1
65,13.09,1521.35,1
18,13.83,844.02,1
68,2.18,585.67,1
23,6.32,300.0,0
41,19.79,3032.08,0
38,7.01,1919.96,0
53,11.5,2544.5,1
